"Parcelle";"Traitement";"ID_Zone";"Individu";"Total_poids_graines_avnettoyage";"P.graines";"Poids_graine_1";"Poids_graine_2";"Poids_graines_3";"T.graines";"PMG";"Hauteur";"Diametre"
12;"GM";"CAGE";1;55,1;50,1;61,69;60,85;60,29;721;60,9433333333333;138;155
12;"GM";"CAGE";2;60,7;56,8;59,28;55,82;39,75;1018;51,6166666666667;144;160
12;"GM";"CAGE";3;77,8;72,5;91,12;68,73;72,72;1012;77,5233333333333;135;165
12;"GM";"SACHET";1;116,6;106;111,8;91,29;105,77;990;102,953333333333;133;234
12;"GM";"SACHET";2;70,7;61,4;99,74;87,65;98,28;1284;95,2233333333333;157;205
12;"GM";"SACHET";3;126,4;113,8;99,76;87,6;98,32;1177;95,2266666666667;136;238
12;"GM";"SACHET";4;143;129,5;101,91;112,24;114,78;1280;109,643333333333;123;256
12;"GM";"SACHET";5;80,3;74,9;54,44;64,2;58,54;1239;59,06;163;191
12;"GM";"SACHET";6;36,9;21,9;43,35;42,13;43,19;453;42,89;138;131
12;"PM";"CAGE";1;50,8;43,3;40,72;66,18;47,49;751;51,4633333333333;153;154
12;"PM";"CAGE";2;60,6;56,2;50,94;82,02;52,6;921;61,8533333333333;142;158
12;"PM";"CAGE";3;27,2;22,7;39,3;40,44;40,13;391;39,9566666666667;146;116
12;"PM";"SACHET";1;54,4;38,3;48,68;61,45;52,86;807;54,33;153;163
12;"PM";"SACHET";2;122,7;115,6;88,01;102,16;82,2;1343;90,79;158;230
12;"PM";"SACHET";3;110,1;103,6;85,65;94,42;90,12;1168;90,0633333333333;126;214
12;"PM";"SACHET";4;93,3;88,2;76,54;86,5;78,27;1173;80,4366666666667;136;198
12;"PM";"SACHET";5;63,4;52,6;43,03;50,62;55,97;1092;49,8733333333333;160;185
12;"PM";"SACHET";6;63;58,4;58,1;57,51;61,32;947;58,9766666666667;159;163
12;"PM + Abeille";"CAGE";1;68,4;64,8;60,88;44,63;76,44;1035;60,65;145;184
12;"PM + Abeille";"CAGE";2;55,1;52,4;71,9;56,1;41,73;925;56,5766666666667;149;162
12;"PM + Abeille";"CAGE";3;91,6;85,7;106,7;93,2;101,7;951;100,533333333333;138;192
12;"PM + Pollen";"SACHET";3;81,7;76,5;55,95;61,53;75,3;1002;64,26;134;202
12;"PM + Pollen";"SACHET";6;93,7;88,5;75,49;82,31;84,2;1278;80,6666666666667;148;197
12;"NF";"CAGE";1;85,3;81,2;54,33;67,61;73,81;1108;65,25;132;194
12;"NF";"CAGE";2;53,7;48,8;53,17;58,67;45,19;971;52,3433333333333;121;143
12;"NF";"CAGE";3;64,5;60,1;80,15;69,35;63,06;810;70,8533333333333;138;150
12;"NF1";"SACHET";1;118,5;104,7;95,36;98,58;103,46;1960;99,1333333333333;125;238
12;"NF1";"SACHET";2;97,2;92,7;69,04;75,98;76,17;1346;73,73;153;198
12;"NF1";"SACHET";3;123,1;115,9;95,7;82,08;81,85;1201;86,5433333333333;119;230
12;"NF1";"SACHET";4;133,4;125,9;87,59;70,19;70,1;1509;75,96;120;231
12;"NF1";"SACHET";5;70,2;65,4;76,16;75,63;35,35;1114;62,38;169;190
12;"NF1";"SACHET";6;60,7;56,6;62,52;51,54;74,29;862;62,7833333333333;163;163
12;"NF2";"SACHET";1;114,4;107,5;64,51;67,5;79,94;1415;70,65;143;225
12;"NF2";"SACHET";3;83;74,2;78,4;40,24;70,54;1356;63,06;123;198
12;"NF2";"SACHET";6;92,9;89,4;77,3;73,77;81,07;1197;77,38;152;186
46;"MICRO";"MICRO";1;54,6;46,4;21,8;31,5;28,4;1685;27,2333333333333;NA;NA
116;"GM";"CAGE";1;51,2;47,1;46,65;93,93;76,88;671;72,4866666666667;128;132
116;"GM";"CAGE";2;54,2;48,2;78,23;55,14;54,01;701;62,46;107;136
116;"GM";"CAGE";3;55,1;49,8;69,92;78,16;83,56;694;77,2133333333333;123;148
116;"GM";"SACHET";1;130,6;121,9;91,26;105,88;98,27;1424;98,47;113;245
116;"GM";"SACHET";2;59,9;53,8;65,42;45,11;65,21;1059;58,58;136;172
116;"GM";"SACHET";3;33,5;26,6;31,46;17,09;48,11;579;32,22;146;131
116;"GM";"SACHET";4;96,8;90;107,6;100,71;95,36;1018;101,223333333333;119;200
116;"GM";"SACHET";5;37,7;28,4;57,9;52,33;56,17;532;55,4666666666667;109;138
116;"GM";"SACHET";6;98,8;92;102,24;97,25;94,91;1661;98,1333333333333;100;199
116;"PM";"CAGE";1;58,1;54,4;64,1;64,99;63,84;793;64,31;114;158
116;"PM";"CAGE";2;50,2;44,7;85,74;58,01;87,46;643;77,07;115;150
116;"PM";"CAGE";3;41,7;34,8;73,66;60,23;64,61;563;66,1666666666667;122;137
116;"PM";"SACHET";1;120,4;112,5;104,27;104,51;108,7;1227;105,826666666667;135;238
116;"PM";"SACHET";2;82,7;75,4;66,13;66,25;81,23;1148;71,2033333333333;133;177
116;"PM";"SACHET";3;62,6;52,2;75,01;77,28;71,09;844;74,46;132;176
116;"PM";"SACHET";4;86,4;77,2;89,51;77,28;76,72;1056;81,17;128;135
116;"PM";"SACHET";5;88,4;80,5;116,68;128,73;119,86;814;121,756666666667;105;190
116;"PM";"SACHET";6;83,6;75,8;79,61;91,88;162;920;111,163333333333;109;185
116;"PM + Abeille";"CAGE";1;27,3;20,3;52,63;58,18;29,89;327;46,9;115;114
116;"PM + Abeille";"CAGE";2;34,1;22,8;47,54;52,21;53,99;432;51,2466666666667;123;142
116;"PM + Abeille";"CAGE";3;47,8;40,3;51,35;65,12;57,33;685;57,9333333333333;123;149
116;"PM + Pollen";"SACHET";3;58,5;51,7;63,78;53,68;71,35;919;62,9366666666667;160;139
116;"PM + Pollen";"SACHET";6;112,3;104;90,16;98,56;105,24;1054;97,9866666666667;105;240
116;"NF";"CAGE";1;52,9;42,9;47,96;49,88;52,56;714;50,1333333333333;102;145
116;"NF";"CAGE";2;76,5;71,9;83,63;106,22;84,16;858;91,3366666666667;121;177
116;"NF";"CAGE";3;39,4;30,6;48,36;55,1;60,31;542;54,59;119;130
116;"NF1";"SACHET";1;130,1;117,8;133,62;124,15;128,1;1212;128,623333333333;115;212
116;"NF1";"SACHET";2;35,4;23,9;46,78;51,88;53,79;563;50,8166666666667;150;134
116;"NF1";"SACHET";3;77,8;74;64,32;81,44;83,36;1004;76,3733333333333;143;185
116;"NF1";"SACHET";4;51,3;47,8;70,81;83,17;75,79;689;76,59;116;135
116;"NF1";"SACHET";5;51,8;44,6;39,85;67,53;53,96;791;53,78;102;153
116;"NF1";"SACHET";6;123,7;109,2;123,82;112,48;142,94;1202;126,413333333333;108;254
116;"NF2";"SACHET";1;114,7;105,9;108,99;106,55;115,76;1185;110,433333333333;132;215
116;"NF2";"SACHET";3;59;49,5;55;60,12;57,79;889;57,6366666666667;149;150
116;"NF2";"SACHET";6;89,5;77,7;66,69;94,25;89,96;976;83,6333333333333;107;193
321;"Micro";"MICRO";1;58,2;52,3;53,1;51,7;33,3;1139;46,0333333333333;NA;NA
376;"GM";"CAGE";1;25,5;20,5;24,3;33,9;38,7;831;32,3;120;107
376;"GM";"CAGE";2;48;41,5;36,1;42,2;43,6;1039;40,6333333333333;128;160
376;"GM";"CAGE";3;53,8;67,7;31,4;42;46,4;1380;39,9333333333333;115;162
376;"GM";"SACHET";1;NA;51,6;60,8;59,4;53,2;936;57,8;132;209
376;"GM";"SACHET";2;35,6;30;42;42,6;42,8;811;42,4666666666667;128;135
376;"GM";"SACHET";3;43,7;33;43,7;42,3;42,6;776;42,8666666666667;137;162
376;"GM";"SACHET";4;55,3;48,7;52,1;53,4;57,1;1103;54,2;123;174
376;"GM";"SACHET";5;35,4;32,4;31,3;37,6;36,5;968;35,1333333333333;119;146
376;"GM";"SACHET";6;60,7;57,5;52,9;36,8;49,2;1306;46,3;129;186
376;"PM";"CAGE";1;39,5;33,2;30,9;36,4;39,8;831;35,7;129;155
376;"PM";"CAGE";2;30,1;24,7;35,6;43,5;45,5;579;41,5333333333333;130;136
376;"PM";"CAGE";3;30,1;24,3;43,8;36,3;42,2;590;40,7666666666667;132;133
376;"PM";"SACHET";1;27,5;15;62,3;59,2;63,6;286;61,7;127;188
376;"PM";"SACHET";2;32,8;20,7;54,4;56;38,2;491;49,5333333333333;136;166
376;"PM";"SACHET";3;38,29;25,8;33,2;32;29,7;810;31,6333333333333;133;132
376;"PM";"SACHET";4;47,6;40,7;43,1;37;76,3;1145;52,1333333333333;133;170
376;"PM";"SACHET";5;40,3;37,1;48,3;33,3;38,7;1043;40,1;113;130
376;"PM";"SACHET";6;37,5;34,5;39,1;38,4;34,9;1058;37,4666666666667;120;130
376;"PM + Abeille";"CAGE";1;29;25,3;22,6;27,8;19;1008;23,1333333333333;108;114
376;"PM + Abeille";"CAGE";2;30,2;15,5;58,9;53;52,2;310;54,7;129;195
376;"PM + Abeille";"CAGE";3;40,7;29,6;18,8;18,7;14,7;653;17,4;123;198
376;"PM + Pollen";"SACHET";3;28,2;18,5;25;22,2;16,7;901;21,3;126;130
376;"PM + Pollen";"SACHET";6;21,1;15,1;32,1;21,6;23,8;607;25,8333333333333;111;95
376;"NF";"CAGE";1;76,5;72,9;34,3;32,7;41,9;2091;36,3;132;170
376;"NF";"CAGE";2;65,6;59,5;35,4;26,6;37,3;1809;33,1;123;160
376;"NF";"CAGE";3;63;60,8;36,8;21,4;38,4;2047;32,2;124;171
376;"NF1";"SACHET";1;46,5;42,6;28,1;34,1;28,4;1649;30,2;129;158
376;"NF1";"SACHET";2;39,5;37,8;28,1;32,4;29;1416;29,8333333333333;138;146
376;"NF1";"SACHET";3;42,2;36,2;22,3;28,1;24,4;1521;24,9333333333333;130;143
376;"NF1";"SACHET";4;60;53;45,3;50,8;49,4;1203;48,5;128;143
376;"NF1";"SACHET";5;58,3;51,3;37;53,1;41,6;1474;43,9;117;185
376;"NF1";"SACHET";6;26,6;21,7;29,7;37,9;43,6;732;37,0666666666667;115;72
376;"NF2";"SACHET";1;30,6;22,4;25;26,7;17,8;825;23,1666666666667;121;141
376;"NF2";"SACHET";3;54,8;52;32,7;34,1;36,1;1716;34,3;139;158
376;"NF2";"SACHET";6;30;25,2;36,8;24,3;32;819;31,0333333333333;124;90
457;"";"MICRO";1;41,3;35,9;37,2;42,5;32,8;1154;37,5;NA;NA
1823;"GM";"CAGE";1;62,8;55,9;46,1;54,1;31,6;1460;43,9333333333333;86;135
1823;"GM";"CAGE";2;97,9;86,9;17,4;71,3;24,4;1390;37,7;103;230
1823;"GM";"CAGE";3;119,6;111,8;80,4;92,4;67,8;2021;80,2;98;220
1823;"GM";"SACHET";1;83,3;78,3;65,8;38,5;50,4;1719;51,5666666666667;103;216
1823;"GM";"SACHET";2;47;41,5;48,8;54,2;52;1275;51,6666666666667;126;157
1823;"GM";"SACHET";3;46,5;41,5;39,2;25,7;26,6;1315;30,5;104;161
1823;"GM";"SACHET";4;48,5;44;47,6;40,9;55,8;1338;48,1;115;138
1823;"GM";"SACHET";5;48,3;43,3;45,8;38,6;35,9;2860;40,1;115;137
1823;"GM";"SACHET";6;36,3;33,7;41,2;41,1;30,8;931;37,7;119;124
1823;"PM";"CAGE";1;58,6;53;42,1;35,1;39,9;1509;39,0333333333333;94;150
1823;"PM";"CAGE";2;34,3;29;35,1;38;27,7;1147;33,6;85;110
1823;"PM";"CAGE";3;31,9;27;48,8;35,5;42,1;1020;42,1333333333333;92;115
1823;"PM";"SACHET";1;78,8;69,5;63,5;46,9;37,5;1626;49,3;106;190
1823;"PM";"SACHET";2;83,9;74,5;56,2;65,2;49,7;1664;57,0333333333333;114;178
1823;"PM";"SACHET";3;39,2;35,9;47,5;28;39;1140;38,1666666666667;99;130
1823;"PM";"SACHET";4;64,7;56,6;56,1;58;25,5;1355;46,5333333333333;112;168
1823;"PM";"SACHET";5;56,6;50,6;42,1;56,7;27,5;1521;42,1;102;102
1823;"PM";"SACHET";6;44,4;38,6;52,1;46;41,5;1062;46,5333333333333;115;124
1823;"PM + Abeille";"CAGE";1;17,8;15,1;26,1;22,4;29;669;25,8333333333333;81;90
1823;"PM + Abeille";"CAGE";2;63,9;58,4;37,5;38,9;45,2;1533;40,5333333333333;101;145
1823;"PM + Abeille";"CAGE";3;90,8;85,2;71,6;54;65,9;1699;63,8333333333333;105;205
1823;"PM + Pollen";"SACHET";3;83,4;77;56,2;64,1;37,7;1713;52,6666666666667;106;213
1823;"PM + Pollen";"SACHET";6;37,7;34,3;44;35,8;13,2;1027;31;109;129
1823;"NF";"CAGE";1;79,1;72,3;50,8;53,2;50,8;1784;51,6;95;170
1823;"NF";"CAGE";2;54,7;49,2;38,8;22,9;28,7;1476;30,1333333333333;98;140
1823;"NF";"CAGE";3;73,2;67;59,9;61,3;53,3;1593;58,1666666666667;97;175
1823;"NF1";"SACHET";1;84,7;75,5;71;62,3;78,4;1432;70,5666666666667;113;207
1823;"NF1";"SACHET";2;41,8;37,2;39,2;43,5;40,5;1239;41,0666666666667;112;153
1823;"NF1";"SACHET";3;90,4;85,3;65,4;55,5;37,4;1926;52,7666666666667;109;178
1823;"NF1";"SACHET";4;39;34,6;41,9;29,3;31,4;1017;34,2;112;128
1823;"NF1";"SACHET";5;25,3;20,6;23,7;32,2;30,8;808;28,9;105;136
1823;"NF1";"SACHET";6;43;37,9;32,8;38,9;35,3;1118;35,6666666666667;107;148
1823;"NF2";"SACHET";1;32,4;26,3;36,8;34,2;24,4;981;31,8;99;105
1823;"NF2";"SACHET";3;101,5;95,2;59,6;68,5;64,4;1622;64,1666666666667;117;212
1823;"NF2";"SACHET";6;38,3;33,8;37,6;36,1;39,8;997;37,8333333333333;112;130
2187;"GM";"CAGE";1;112,5;101;81,2;81;49;1554;70,4;135;230
2187;"GM";"CAGE";2;111;103,5;79,3;56,2;55,6;1992;63,7;141;230
2187;"GM";"CAGE";3;108,4;89,4;77,4;86,5;76,8;1268;80,2333333333333;139;265
2187;"GM";"SACHET";1;61,5;57,1;48,8;67,7;73,1;1044;63,2;113;190
2187;"GM";"SACHET";1;114,9;106,4;66,3;72,3;60,7;1863;66,4333333333333;113;190
2187;"GM";"SACHET";2;142,4;122,2;95,3;99,2;102,3;1672;98,9333333333333;144;280
2187;"GM";"SACHET";3;144;128,5;169,68;104,83;93,75;1702;122,753333333333;158;250
2187;"GM";"SACHET";4;42;39,1;40,9;35,8;28,7;1082;35,1333333333333;164;164
2187;"GM";"SACHET";5;60,1;55,1;50,2;45,3;50,7;1383;48,7333333333333;134;182
2187;"PM";"CAGE";1;139,2;128,6;27,3;103,7;95,1;1825;75,3666666666667;140;285
2187;"PM";"CAGE";2;98,3;86,3;100,48;90,4;88,38;1222;93,0866666666667;128;210
2187;"PM";"CAGE";3;121,4;111,6;58,2;84;56,1;1921;66,1;144;265
2187;"PM";"SACHET";1;54,3;48,7;61,6;55,7;66,3;983;61,2;118;175
2187;"PM";"SACHET";2;96,3;89,7;69,5;65;59,6;1855;64,7;150;209
2187;"PM";"SACHET";3;43,8;39,2;51,6;59,4;42,4;980;51,1333333333333;129;130
2187;"PM";"SACHET";4;73,3;62,7;51,6;30,3;43,2;1408;41,7;126;180
2187;"PM";"SACHET";5;50,6;46,8;50,5;53,8;50,3;1368;51,5333333333333;132;160
2187;"PM";"SACHET";6;41,7;38,2;49,1;33,5;29,3;1163;37,3;89;145
2187;"PM + Abeille";"CAGE";1;63,3;57,2;53,3;48,8;53,2;1380;51,7666666666667;144;175
2187;"PM + Abeille";"CAGE";2;109,6;103,2;72,5;12;60,8;1677;48,4333333333333;135;224
2187;"PM + Abeille";"CAGE";3;70,1;65,1;69,6;66;68,1;1118;67,9;133;176
2187;"PM + Pollen";"SACHET";3;130,9;123,5;70,94;53,89;63,7;2131;62,8433333333333;142;249
2187;"PM + Pollen";"SACHET";6;27,6;24,1;29,35;24,66;37,5;885;30,5033333333333;85;120
2187;"NF";"CAGE";1;96,8;88,3;57,1;58,4;57,6;2237;57,7;122;204
2187;"NF";"CAGE";2;167,3;153,3;92,9;87,2;84,1;2479;88,0666666666667;130;264
2187;"NF";"CAGE";3;125;114,6;78,35;55,5;57,03;2097;63,6266666666667;134;250
2187;"NF1";"SACHET";1;76,2;71,8;58,1;75,7;73,6;1301;69,1333333333333;119;185
2187;"NF1";"SACHET";1;162,2;156,9;78,5;96,9;76,2;2216;83,8666666666667;119;185
2187;"NF1";"SACHET";3;162,4;152,3;61,9;72,1;67,1;2700;67,0333333333333;135;254
2187;"NF1";"SACHET";4;94,6;89,4;56,2;46,9;47,9;1736;50,3333333333333;130;194
2187;"NF1";"SACHET";5;72;66,9;47,9;34,1;34,8;1724;38,9333333333333;132;183
2187;"NF1";"SACHET";6;45,2;41,7;48,59;52,14;42,01;1086;47,58;98;162
2187;"NF2";"SACHET";2;74,2;68,1;78;88,9;63,6;1101;76,8333333333333;NA;NA
2187;"NF2";"SACHET";3;137,2;128,9;81,8;53,5;64,2;2311;66,5;155;239
2187;"NF2";"SACHET";6;39,9;36,8;48,46;29,32;30,42;1122;36,0666666666667;76;143
2230;"GM";"CAGE";1;11,6;8;45,8;33,8;30,8;334;36,8;114;86
2230;"GM";"CAGE";2;45;34,1;64,9;50,9;34,6;722;50,1333333333333;123;152
2230;"GM";"CAGE";3;24,6;17,6;52,4;32,1;37,8;1410;40,7666666666667;116;120
2230;"GM";"SACHET";1;13,2;5,4;81,7;50,4;120,1;81;84,0666666666667;102;119
2230;"GM";"SACHET";2;46,5;37,2;85,5;59,8;90,7;506;78,6666666666667;120;164
2230;"GM";"SACHET";3;55,7;43,6;49,1;67,8;67,5;761;61,4666666666667;133;176
2230;"GM";"SACHET";4;42,9;36;91,3;82,3;92,2;663;88,6;110;158
2230;"GM";"SACHET";5;29,1;24,1;50;35,8;50,5;579;45,4333333333333;124;115
2230;"GM";"SACHET";6;18,3;13,1;54,9;38,4;45,5;319;46,2666666666667;105;102
2230;"PM";"CAGE";1;32,4;23,3;65,8;70,5;62,5;505;66,2666666666667;121;144
2230;"PM";"CAGE";2;33,9;20,7;48,1;44,1;50,3;469;47,5;129;143
2230;"PM";"CAGE";3;29,2;20,7;50,8;26,4;38,5;522;38,5666666666667;127;142
2230;"PM";"SACHET";1;10;2,1;100,2;69,1;96,6;29;88,6333333333333;98;120
2230;"PM";"SACHET";2;76,5;67,4;101,4;100,1;95,5;812;99;132;188
2230;"PM";"SACHET";3;40,9;32,7;75,9;60,6;45,8;712;60,7666666666667;134;141
2230;"PM";"SACHET";4;39,6;30,3;59,1;42,2;40,7;629;47,3333333333333;119;160
2230;"PM";"SACHET";5;26,3;20,9;34,6;48,9;49;562;44,1666666666667;120;115
2230;"PM";"SACHET";6;29,9;22,9;88,4;51,1;51,4;549;63,6333333333333;118;125
2230;"PM + Abeille";"CAGE";1;49,7;44,9;54;64,1;45,6;962;54,5666666666667;130;176
2230;"PM + Abeille";"CAGE";2;71,5;63,1;92,2;99,5;106,6;784;99,4333333333333;149;226
2230;"PM + Abeille";"CAGE";3;67,5;58,3;102;88,9;114,9;847;101,933333333333;137;218
2230;"PM + Pollen";"SACHET";3;29,6;25,3;48,2;61,4;48,3;488;52,6333333333333;120;121
2230;"PM + Pollen";"SACHET";6;30,1;22,5;73,8;60,1;61,3;449;65,0666666666667;121;118
2230;"NF";"CAGE";1;19;12,7;40,3;45,7;46,1;311;44,0333333333333;110;112
2230;"NF";"CAGE";2;19,2;13,6;32,8;31,8;43,1;346;35,9;116;118
2230;"NF";"CAGE";3;23,2;16,5;49,4;37,8;30,9;429;39,3666666666667;113;120
2230;"NF1";"SACHET";1;6,1;0;8,1;6,6;7,5;4;7,4;88;148
2230;"NF1";"SACHET";2;59,2;52,4;83,2;75,3;61,4;949;73,3;174;166
2230;"NF1";"SACHET";3;50,3;42,3;50,1;53,4;61,5;775;55;130;185
2230;"NF1";"SACHET";4;37;31,3;68,1;61,3;59,4;600;62,9333333333333;128;140
2230;"NF1";"SACHET";5;55,9;44,2;65,8;59,6;49,7;915;58,3666666666667;126;163
2230;"NF1";"SACHET";6;55,9;49,7;70,4;73;80,2;832;74,5333333333333;127;171
2230;"NF2";"SACHET";1;35,9;30,4;64,8;47,7;60,2;605;57,5666666666667;105;115
2230;"NF2";"SACHET";3;63,8;57,6;62,9;61,6;58,5;1094;61;130;175
2230;"NF2";"SACHET";6;18,6;13,8;40,9;49,3;30,1;334;40,1;115;97
2935;"";"MICRO";1;78,4;73,7;52,2;48,6;53,9;1645;51,5666666666667;NA;NA
2939;"GM";"CAGE";1;116,3;109;98,2;94;89,5;1192;93,9;109;227
2939;"GM";"CAGE";2;95,6;81,7;88,5;85,2;80;949;84,5666666666667;116;269
2939;"GM";"CAGE";3;51;46,1;33,6;46,2;33,7;1015;37,8333333333333;102;134
2939;"GM";"SACHET";1;64,3;58,8;59,7;58,8;60,5;977;59,6666666666667;123;204
2939;"GM";"SACHET";2;61;52,6;64;44;45,1;1139;51,0333333333333;98;165
2939;"GM";"SACHET";3;60;38,8;94,7;111,4;73,8;457;93,3;118;220
2939;"GM";"SACHET";4;59,6;38,1;97,2;90,8;45,4;473;77,8;115;260
2939;"GM";"SACHET";5;72;67,5;68;45,7;61,2;1214;58,3;119;158
2939;"GM";"SACHET";6;55,4;37,9;97,2;27,6;103,7;488;76,1666666666667;112;216
2939;"PM";"CAGE";1;95,8;87,7;72,4;65,3;68,9;1424;68,8666666666667;103;180
2939;"PM";"CAGE";2;77,1;67,3;67,2;81,7;77,8;978;75,5666666666667;121;195
2939;"PM";"CAGE";3;93,5;84,7;77,6;87,7;81,4;1033;82,2333333333333;110;207
2939;"PM";"SACHET";1;54,6;48,5;78;69,7;56,5;757;68,0666666666667;120;175
2939;"PM";"SACHET";2;46,2;31,4;34,1;43,4;30,4;838;35,9666666666667;101;135
2939;"PM";"SACHET";3;70;51,6;126,8;122,3;123,7;497;124,266666666667;114;232
2939;"PM";"SACHET";4;109,7;96,7;105,4;110,4;103,9;996;106,566666666667;104;220
2939;"PM";"SACHET";5;71,9;63,3;83,9;53,1;103,4;806;80,1333333333333;132;179
2939;"PM";"SACHET";6;51,6;46,7;64,4;55;47,2;887;55,5333333333333;94;168
2939;"PM + Abeille";"CAGE";1;84,3;79,7;55,5;69,7;59,8;1196;61,6666666666667;114;171
2939;"PM + Abeille";"CAGE";2;62,4;46,2;87,6;39,8;101,8;568;76,4;120;242
2939;"PM + Abeille";"CAGE";3;83,9;77,5;83,5;86,5;82,3;1013;84,1;124;200
2939;"PM + Pollen";"SACHET";3;70,2;68;89,5;67,9;81,9;965;79,7666666666667;100;155
2939;"PM + Pollen";"SACHET";6;76,2;70,3;50,2;64,4;80,3;1011;64,9666666666667;120;178
2939;"NF";"CAGE";1;89,6;51,8;63,1;70,1;35,1;871;56,1;116;255
2939;"NF";"CAGE";2;97,5;93,3;54,8;76;72,3;1375;67,7;101;204
2939;"NF";"CAGE";3;74,9;70,9;57,7;57;44,7;1259;53,1333333333333;108;166
2939;"NF1";"SACHET";1;44,9;42,9;43;59,3;44,2;1014;48,8333333333333;121;164
2939;"NF1";"SACHET";2;29,6;29,4;46,5;37,8;32,6;817;38,9666666666667;103;131
2939;"NF1";"SACHET";3;139,9;117,4;78,9;90,7;81,8;1419;83,8;100;298
2939;"NF1";"SACHET";4;85,3;82;66,2;59,4;71,6;1407;65,7333333333333;101;195
2939;"NF1";"SACHET";5;77;73,4;61,6;50,5;61,6;1526;57,9;122;200
2939;"NF1";"SACHET";6;58,9;54,7;53,6;48,7;48,6;1002;50,3;95;175
2939;"NF2";"SACHET";1;54,3;46,7;78,4;77,9;81;633;79,1;116;195
2939;"NF2";"SACHET";3;99,2;89,8;80,4;82,7;95,8;1206;86,3;104;232
2939;"NF2";"SACHET";6;59,4;51,9;90,2;51;44,6;881;61,9333333333333;93;200
3107;"GM";"CAGE";2;65,9;57,7;96,9;75,6;79,7;841;84,0666666666667;101;178
3107;"GM";"CAGE";3;92,3;83,9;98,5;80,1;85,4;1177;88;101;207
3107;"GM";"SACHET";1;89,5;80,3;42,1;53;57,1;1281;50,7333333333333;111;136
3107;"GM";"SACHET";1;40,2;35,4;48,3;36,3;35,7;865;40,1;111;136
3107;"GM";"SACHET";2;88,2;80,9;57,7;63,7;60,5;1372;60,6333333333333;111;203
3107;"GM";"SACHET";3;110,2;101,3;65,8;81;60,5;1587;69,1;122;216
3107;"GM";"SACHET";4;37,9;25,7;57,6;40,1;31,8;618;43,1666666666667;100;128
3107;"GM";"SACHET";5;51;34,4;58,1;25,9;40;883;41,3333333333333;107;140
3107;"GM";"SACHET";6;28,6;10,3;33,1;32,4;36;338;33,8333333333333;81;118
3107;"PM";"CAGE";1;103,5;84,2;67,1;56,8;69,8;1484;64,5666666666667;112;219
3107;"PM";"CAGE";2;125,2;106,7;95,1;77,1;92,8;1398;88,3333333333333;115;278
3107;"PM";"CAGE";3;68,9;61,9;66,2;40,7;59,2;1149;55,3666666666667;98;167
3107;"PM";"SACHET";1;26,3;22,3;53,3;40,8;39,9;572;44,6666666666667;109;108
3107;"PM";"SACHET";2;98,1;88,9;78,2;90,8;79,2;1302;82,7333333333333;128;205
3107;"PM";"SACHET";3;113,5;102,7;54,6;102,6;91,1;1471;82,7666666666667;106;202
3107;"PM";"SACHET";4;65,8;51,5;55,1;24,1;55,3;1101;44,8333333333333;107;176
